No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
102,observation,2233,2.37,7,126,1.56
103,another,1600,1.70,5,227,1.56
104,may,8723,9.27,26,254,1.49
105,however,3362,3.57,10,72,1.48
106,evidence,1718,1.83,5,185,1.45
107,way,1778,1.89,5,221,1.40
108,case,4655,4.95,13,230,1.39
109,would,3593,3.82,10,246,1.39
110,taken,2174,2.31,6,246,1.38
111,give,2988,3.18,8,235,1.33
112,found,5353,5.69,14,252,1.30
113,show,4682,4.98,12,243,1.27
114,first,5896,6.27,15,255,1.26
115,latter,1980,2.10,5,227,1.25
116,general,2512,2.67,6,239,1.17
117,animal,2542,2.70,6,69,1.15
118,sulcus,3057,3.25,7,13,1.11
119,large,4102,4.36,9,252,1.05
120,well,2322,2.47,5,237,1.02
121,see,2857,3.04,6,216,0.98
122,however,3362,3.57,7,72,0.97
123,must,2887,3.07,6,242,0.97
124,described,3385,3.60,7,225,0.96
125,system,2441,2.59,5,175,0.95
126,development,3470,3.69,7,172,0.92
127,solution,3506,3.73,7,149,0.91
128,also,5599,5.95,11,257,0.89
129,position,2607,2.77,5,212,0.85
130,function,2655,2.82,5,138,0.83
131,much,2804,2.98,5,239,0.75
132,ventral,2804,2.98,5,65,0.75
133,given,4497,4.78,8,249,0.74
134,specimen,4024,4.28,7,105,0.71
135,obtained,3483,3.70,6,245,0.70
136,type,4172,4.44,7,225,0.66
137,experiment,3064,3.26,5,96,0.62
138,therefore,3187,3.39,5,240,0.56
139,seen,3944,4.19,6,234,0.52
140,condition,4110,4.37,6,190,0.46
141,condition,4110,4.37,6,190,0.46
142,also,5599,5.95,8,257,0.43
143,structure,3531,3.75,5,189,0.41
144,point,5012,5.33,7,238,0.39
145,time,4312,4.58,6,219,0.39
146,small,5128,5.45,7,252,0.36
147,value,8124,8.64,10,193,0.21
148,shown,4148,4.41,5,248,0.18
149,small,5128,5.45,6,252,0.14
150,region,5317,5.65,6,185,0.09
151,surface,5352,5.69,6,195,0.08
152,found,5353,5.69,6,252,0.08
153,case,4655,4.95,5,230,0.01
154,cell,8465,9.00,9,89,0.00
155,result,5092,5.41,5,226,-0.11
156,part,8445,8.98,8,253,-0.17
157,surface,5352,5.69,5,195,-0.19
158,first,5896,6.27,5,255,-0.33
159,value,8124,8.64,6,193,-0.53
160,form,6844,7.28,5,250,-0.54
161,fig,13657,14.52,8,18,-0.86
